timestamp,temperature_C,pressure_hPa,humidity_percent,gas_ohms
2026-02-14 20:34:11,21.73,1012.58,49.95,173207.04
2026-02-14 20:34:16,21.93,1012.59,49.83,182466.14
2026-02-14 20:34:21,21.85,1012.50,49.73,197836.17
2026-02-14 20:34:26,21.86,1012.53,49.73,198065.76
2026-02-14 20:34:31,21.84,1012.53,49.70,199804.88
2026-02-14 20:34:36,21.86,1012.54,49.69,199687.99
2026-02-14 20:34:41,21.81,1012.56,49.64,183446.79
2026-02-14 20:34:46,21.90,1012.56,49.60,201932.56
2026-02-14 20:34:51,21.84,1012.53,49.70,200744.95
2026-02-14 20:34:56,21.86,1012.52,49.72,199221.79
2026-02-14 20:35:01,21.83,1012.53,49.75,198989.51
2026-02-14 20:35:06,21.86,1012.53,49.73,199804.88
2026-02-14 20:35:11,21.79,1012.56,49.84,178833.39
2026-02-14 20:35:16,21.96,1012.54,49.77,196582.84
2026-02-14 20:35:21,21.91,1012.53,49.75,198989.51
2026-02-14 20:35:26,21.91,1012.54,49.70,201932.56
2026-02-14 20:35:31,21.85,1012.51,49.67,199105.58
2026-02-14 20:35:36,21.85,1012.53,49.62,201813.17
2026-02-14 20:35:41,21.74,1012.59,49.79,183249.82
2026-02-14 20:35:49,21.77,1012.52,49.83,199804.88
2026-02-14 20:35:59,21.74,1012.53,49.97,197378.57
2026-02-14 20:36:04,21.80,1012.54,49.93,198757.76
2026-02-14 20:36:09,21.84,1012.52,49.88,201218.31
2026-02-14 20:36:15,21.82,1012.52,49.82,200863.08
2026-02-14 20:36:20,21.72,1012.58,49.95,181110.72
2026-02-14 20:36:25,21.87,1012.57,49.87,199105.58
2026-02-14 20:36:30,21.72,1012.56,49.82,183053.27
2026-02-14 20:36:35,21.82,1012.53,49.83,200981.35
2026-02-14 20:36:40,21.81,1012.52,49.81,200156.37
2026-02-14 20:36:45,21.82,1012.53,49.75,203255.26
2026-02-14 20:36:50,21.71,1012.53,49.73,184040.26
2026-02-14 20:36:55,21.85,1012.53,49.77,200391.39
2026-02-14 20:37:02,21.69,1012.53,49.77,182857.14
2026-02-14 20:37:07,21.78,1012.55,49.97,197950.90
2026-02-14 20:37:12,21.72,1012.56,49.84,181882.77
2026-02-14 20:37:17,21.85,1012.54,49.81,201813.17
2026-02-14 20:37:22,21.82,1012.56,49.76,201693.91
2026-02-14 20:37:27,21.82,1012.56,49.71,201337.00
2026-02-14 20:37:32,21.78,1012.56,49.76,200391.39
2026-02-14 20:37:37,21.80,1012.56,49.81,201932.56
2026-02-14 20:37:42,21.75,1012.56,49.85,199804.88
2026-02-14 20:37:47,21.78,1012.56,49.81,200391.39
2026-02-14 20:37:52,21.70,1012.60,49.95,182076.81
2026-02-14 20:37:57,21.85,1012.56,49.89,198295.89
2026-02-14 20:38:09,21.72,1012.56,50.20,196356.66
2026-02-14 20:38:19,21.84,1012.55,50.03,198989.51
2026-02-14 20:38:24,21.75,1012.58,49.90,180727.14
2026-02-14 20:38:29,21.88,1012.58,49.87,199221.79
2026-02-14 20:38:34,21.88,1012.58,49.79,199105.58
2026-02-14 20:38:39,21.91,1012.59,49.72,202052.09
2026-02-14 20:38:44,21.80,1012.62,49.84,182271.27
2026-02-14 20:38:49,21.98,1012.59,49.78,199338.14
2026-02-14 20:38:54,21.91,1012.58,49.74,200509.11
2026-02-14 20:39:01,21.87,1012.55,49.69,199804.88
2026-02-14 20:39:06,21.91,1012.58,49.66,200981.35
