2026-02-14 16:29:26,21.90,1012.02,49.75,120669.34
2026-02-14 16:29:31,21.81,1012.00,49.61,123284.37
2026-02-14 16:29:36,21.79,1012.00,49.51,125459.45
2026-02-14 16:29:41,21.79,1012.01,49.47,126482.21
2026-02-14 16:29:46,21.78,1012.01,49.41,128578.60
2026-02-14 16:29:51,21.78,1012.01,49.38,128096.07
2026-02-14 16:29:56,21.79,1012.01,49.79,126669.97
2026-02-14 16:30:01,21.78,1012.01,49.70,129064.78
2026-02-14 16:30:06,21.78,1012.02,49.56,128869.87
2026-02-14 16:30:11,21.77,1012.00,49.47,130246.76
2026-02-14 16:30:16,21.76,1012.01,49.51,129751.65
2026-02-14 16:30:21,21.75,1011.99,49.49,129850.37
2026-02-14 16:30:26,21.74,1011.98,49.44,130346.23
2026-02-14 16:30:31,21.75,1011.97,49.41,128967.25
2026-02-14 16:30:36,21.76,1011.98,49.38,128675.55
2026-02-14 16:30:41,21.78,1011.98,49.34,128385.16
2026-02-14 16:30:46,21.79,1011.97,49.31,128967.25
2026-02-14 16:30:51,21.80,1011.97,49.28,128675.55
2026-02-14 16:30:56,21.79,1011.96,49.28,130346.23
2026-02-14 16:31:01,21.79,1011.98,49.28,130246.76
2026-02-14 16:31:06,21.79,1011.96,49.30,131248.40
2026-02-14 16:31:11,21.78,1011.96,49.32,131046.84
2026-02-14 16:31:16,21.77,1011.98,49.35,130147.43
2026-02-14 16:31:21,21.77,1012.00,49.43,130246.76
2026-02-14 16:31:26,21.76,1011.98,49.47,131755.02
2026-02-14 16:31:31,21.74,1011.96,49.44,131046.84
2026-02-14 16:31:36,21.72,1011.95,49.43,131248.40
2026-02-14 16:31:41,21.72,1011.95,49.45,130745.66
2026-02-14 16:31:46,21.72,1011.95,49.45,131349.41
2026-02-14 16:31:51,21.72,1011.95,49.44,131147.54
2026-02-14 16:31:56,21.73,1011.95,49.48,131147.54
2026-02-14 16:32:01,21.74,1011.95,49.45,130147.43
2026-02-14 16:32:06,21.74,1011.94,49.43,130845.90
2026-02-14 16:32:11,21.76,1011.94,49.38,130246.76
2026-02-14 16:32:16,21.77,1011.95,49.35,131653.38
2026-02-14 16:32:21,21.78,1011.97,49.35,130147.43
2026-02-14 16:32:26,21.78,1011.97,49.32,130445.86
2026-02-14 16:32:31,21.78,1011.99,49.36,130845.90
2026-02-14 16:32:36,21.79,1011.97,49.39,130946.29
2026-02-14 16:32:41,21.79,1011.97,49.43,131755.02
2026-02-14 16:32:46,21.78,1011.98,49.41,132163.14
2026-02-14 16:32:51,21.77,1011.99,49.38,132163.14
2026-02-14 16:32:56,21.77,1012.01,49.40,131958.76
2026-02-14 16:33:01,21.77,1012.01,49.47,131653.38
2026-02-14 16:33:06,21.78,1012.01,49.58,130845.90
2026-02-14 16:33:11,21.79,1012.00,49.54,130946.29
2026-02-14 16:33:16,21.80,1012.01,49.48,129949.24
2026-02-14 16:33:21,21.81,1012.00,49.43,129850.37
2026-02-14 16:33:27,21.83,1012.00,49.52,129064.78
2026-02-14 16:33:32,21.83,1012.03,49.45,129949.24
2026-02-14 16:33:37,21.83,1012.04,49.35,130645.57
2026-02-14 16:33:42,21.83,1012.01,49.29,130845.90
2026-02-14 16:33:47,21.82,1012.01,49.24,131450.58
2026-02-14 16:33:52,21.82,1012.01,49.23,131046.84
2026-02-14 16:33:57,21.83,1011.98,49.29,130246.76
2026-02-14 16:34:02,21.84,1012.00,49.30,129751.65
2026-02-14 16:34:07,21.84,1012.00,49.28,130946.29
2026-02-14 16:34:12,21.84,1012.01,49.26,130445.86
2026-02-14 16:34:17,21.84,1012.01,49.22,130946.29
